snapshot_id,as_of_date,lane_id,origin,destination,direction,mode,incoterms,metric,bl_no,atd,atd_month,schedule_date,days,status,source
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,260958111,2025-12-14,2025-12,2026-01-30,47,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,260957517,2025-12-21,2025-12,2026-02-08,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,260958713,2025-12-14,2025-12,2026-01-30,47,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262390973,2025-12-23,2025-12,2026-02-16,55,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262391634,2025-12-21,2025-12,2026-02-08,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262391635,2025-12-21,2025-12,2026-02-08,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262391636,2025-12-29,2025-12,2026-02-12,45,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262390976,2025-12-29,2025-12,2026-02-12,45,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262392314,2025-12-29,2025-12,2026-02-12,45,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262390968,2026-01-16,2026-01,2026-03-21,64,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262392315,2026-01-08,2026-01,2026-02-18,41,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262391637,2026-01-08,2026-01,2026-02-18,41,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262390969,2026-01-19,2026-01,2026-03-23,63,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262391630,2026-01-19,2026-01,2026-03-23,63,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262782477,2026-01-28,2026-01,2026-03-17,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262782474,2026-01-28,2026-01,2026-03-17,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262782475,2026-01-28,2026-01,2026-03-17,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262782478,2026-01-28,2026-01,2026-03-17,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,262783096,2026-01-28,2026-01,2026-03-17,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264162791,2026-02-04,2026-02,2026-03-25,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264161579,2026-02-04,2026-02,2026-03-25,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266220960,2026-02-04,2026-02,2026-04-21,76,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264165273,2026-02-04,2026-02,2026-03-25,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264163938,2026-02-11,2026-02,2026-03-31,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264161587,2026-02-11,2026-02,2026-03-31,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264165276,2026-02-11,2026-02,2026-03-31,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265450890,2026-02-04,2026-02,2026-03-25,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264161585,2026-03-04,2026-03,2026-04-09,36,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264166324,2026-02-16,2026-02,2026-04-09,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264163968,2026-02-22,2026-02,2026-04-15,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264161584,2026-02-22,2026-02,2026-04-15,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264166323,2026-02-22,2026-02,2026-04-15,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264165270,2026-03-04,2026-03,2026-04-21,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264163964,2026-03-04,2026-03,2026-04-21,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264162789,2026-03-04,2026-03,2026-04-21,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,264166327,2026-03-04,2026-03,2026-04-21,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265800321,2026-03-09,2026-03,2026-04-28,50,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265801584,2026-03-09,2026-03,2026-04-28,50,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265800322,2026-03-17,2026-03,2026-05-07,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265801590,2026-03-17,2026-03,2026-05-07,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265802877,2026-03-17,2026-03,2026-05-07,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,267160633,2026-03-17,2026-03,2026-05-07,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265802859,2026-03-23,2026-03,2026-05-11,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265800327,2026-03-23,2026-03,2026-05-11,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265802873,2026-03-23,2026-03,2026-05-11,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265800324,2026-03-29,2026-03,2026-05-17,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,265802857,2026-03-29,2026-03,2026-05-17,49,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266985700,2026-04-04,2026-04,2026-05-22,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986788,2026-04-04,2026-04,2026-05-22,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986217,2026-04-04,2026-04,2026-05-22,48,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266985697,2026-04-13,2026-04,2026-06-03,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986790,2026-04-13,2026-04,2026-06-03,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986216,2026-04-13,2026-04,2026-06-03,51,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986218,2026-04-21,2026-04,2026-06-12,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266985699,2026-04-21,2026-04,2026-06-12,52,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986789,2026-04-27,2026-04,2026-06-21,55,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266985698,2026-04-27,2026-04,2026-06-21,55,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986220,2026-04-25,2026-04,2026-06-22,58,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266985701,2026-05-04,2026-05,2026-06-26,53,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,266986219,2026-05-04,2026-05,2026-06-26,53,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268921719,2026-05-11,2026-05,2026-07-04,54,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268912749,2026-05-11,2026-05,2026-07-04,54,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268922601,2026-05-11,2026-05,2026-07-04,54,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268912751,2026-05-18,2026-05,2026-07-15,58,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268922605,2026-05-18,2026-05,2026-07-15,58,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268921721,2026-05-18,2026-05,2026-07-15,58,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268923457,2026-05-26,2026-05,2026-07-20,55,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268912759,2026-06-01,2026-06,2026-07-28,57,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268923459,2026-06-01,2026-06,2026-07-28,57,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268921720,2026-06-01,2026-06,2026-07-28,57,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268923460,2026-06-07,2026-06,2026-08-05,59,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268921722,2026-06-14,2026-06,2026-08-15,62,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271078383,2026-06-14,2026-06,2026-08-18,65,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271077216,2026-06-14,2026-06,2026-08-18,65,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271079409,2026-06-14,2026-06,2026-08-18,65,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268921723,2026-06-07,2026-06,2026-08-15,69,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,268912754,2026-06-09,2026-06,2026-08-19,71,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271078385,2026-06-22,2026-06,2026-08-31,70,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271079417,2026-06-22,2026-06,2026-08-31,70,schedule_passed,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271077222,2026-07-04,2026-07,2026-09-13,71,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271079413,2026-07-04,2026-07,2026-09-10,68,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271079416,2026-07-04,2026-07,2026-09-10,68,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271078390,2026-07-04,2026-07,2026-09-13,71,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271078389,2026-07-04,2026-07,2026-09-13,71,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271077219,2026-07-11,2026-07,2026-09-11,62,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271078017,2026-07-11,2026-07,2026-09-11,62,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,272245447,2026-07-08,2026-07,2026-09-10,64,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271886979,2026-07-16,2026-07,2026-09-14,60,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271887742,2026-07-24,2026-07,2026-09-16,54,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271889995,2026-07-24,2026-07,2026-09-16,54,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271887746,2026-07-31,2026-07,2026-09-17,48,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,274077035,2026-07-31,2026-07,2026-09-17,48,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271889996,2026-07-31,2026-07,2026-09-17,48,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271888521,2026-07-31,2026-07,2026-09-17,48,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271888522,2026-08-01,2026-08,2026-09-27,57,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271888526,2026-08-07,2026-08,2026-09-24,48,eta,user_extract_2026-09-07_v2
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,271887749,2026-08-07,2026-08,2026-09-24,48,eta,user_extract_2026-09-07_v2
